case_id,client_name,client_segment,strategic_client,fund_type,domicile,num_sub_funds,num_share_classes,num_jurisdictions,num_delegates,missing_documents,aml_status,kyc_status,risk_rating,client_priority,sla_days,regulatory_review_required,blocker_count,latest_blocker_type,complexity_score,complexity_label,actual_effort_hours,actual_completion_days,operational_pressure_score,pressure_band,sla_breached
C02301,Goldman Sachs,Institutional,False,Hedge Fund,Luxembourg,11,13,1,3,1,Completed,In Progress,Medium,Normal,20,0,2,None,96.9,Medium,95.0,16.1,61.6,Medium,0
C02302,SilverStone,Small / Emerging,False,Real Estate,Luxembourg,3,7,3,4,10,In Progress,Pending,Medium,Normal,20,0,1,Regulatory Review,114.7,Medium,129.9,20.5,70.0,High,0
C02303,Celtic Investments,Small / Emerging,False,Real Estate,Malta,2,5,5,4,7,Completed,In Progress,Medium,Normal,20,0,3,Regulatory Review,114.0,Medium,120.7,19.2,66.0,High,0
C02304,RiverRock,High Profile,True,UCITS,Cayman Islands,25,23,6,4,11,Pending,In Progress,Medium,Critical,10,0,3,AML Delay,226.7,High,255.0,38.0,96.0,Critical,0
C02305,BNY,Institutional,False,Hedge Fund,Malta,7,17,1,6,3,Completed,Completed,Medium,Low,20,0,1,None,91.4,Medium,73.9,12.9,56.1,Medium,0
C02306,RiverRock,High Profile,True,UCITS,Cayman Islands,25,13,6,6,14,In Progress,Pending,High,Low,30,0,2,Missing Documents,223.6,High,243.8,35.1,78.0,High,0
C02307,Varagon Generation,High Profile,True,Private Equity,Cayman Islands,16,39,3,3,18,Completed,Failed,High,Critical,20,0,4,Missing Documents,256.8,High,262.5,38.6,91.0,Critical,0
C02308,Blue Horizon,Small / Emerging,False,Real Estate,Cayman Islands,1,24,3,5,14,Completed,Completed,Medium,Normal,20,0,0,Missing Documents,106.6,Medium,132.4,19.2,57.0,Medium,0
C02309,Varagon Generation,High Profile,True,Real Estate,UK,19,25,5,8,21,Completed,Completed,Medium,Critical,10,1,1,AML Delay,233.6,High,221.5,33.2,80.0,High,0
C02310,Emerald Capital,Small / Emerging,False,Hedge Fund,Ireland,6,22,5,6,9,In Progress,In Progress,High,Normal,45,0,2,Regulatory Review,163.0,High,146.1,23.4,56.0,Medium,1
C02311,Harbour Capital,Small / Emerging,False,UCITS,Cayman Islands,6,3,1,0,2,In Progress,In Progress,Medium,Normal,30,0,3,None,73.7,Low,69.1,13.2,47.2,Medium,0
C02312,Harbour Capital,Small / Emerging,False,Hedge Fund,UK,4,9,3,6,12,Completed,In Progress,Medium,Normal,15,1,3,None,143.1,High,160.8,25.0,66.0,High,0
C02313,Northern Trust,Institutional,False,AIF,UK,1,24,5,5,11,Completed,Pending,Low,Low,30,0,1,AML Delay,108.7,Medium,122.5,20.1,63.0,Medium,0
C02314,Invesco,Institutional,False,AIF,Ireland,15,13,1,1,4,Completed,Completed,Low,Normal,45,0,2,None,76.6,Medium,82.5,12.5,45.5,Medium,0
C02315,Legal & General,Institutional,False,AIF,Ireland,6,27,2,3,7,Completed,Pending,Low,High,30,1,2,None,120.4,Medium,112.1,19.9,66.0,High,0
C02316,Blue Horizon,Small / Emerging,False,UCITS,Ireland,13,7,3,6,11,Completed,In Progress,High,Normal,10,0,3,None,150.0,High,115.2,16.4,74.0,High,0
C02317,Goldman Sachs,Institutional,False,Money Market,Luxembourg,13,23,5,1,6,Completed,In Progress,Low,Normal,30,0,1,None,101.8,Medium,78.6,14.0,53.0,Medium,0
C02318,Goldman Sachs,Institutional,False,Hedge Fund,Malta,7,23,1,3,10,In Progress,Completed,Low,Normal,20,0,2,None,107.8,Medium,125.3,20.4,63.0,Medium,0
C02319,DWS,Institutional,False,Money Market,Luxembourg,13,21,5,3,10,In Progress,Completed,Medium,High,30,1,2,None,155.4,High,146.9,23.1,56.0,Medium,0
C02320,Schroders,Institutional,False,Money Market,UK,7,25,1,3,2,Completed,In Progress,Medium,Low,20,0,0,None,72.0,Low,56.2,9.3,44.4,Medium,0
C02321,NorthPeak,Small / Emerging,False,AIF,Luxembourg,15,10,3,0,5,Blocked,In Progress,Low,Low,30,0,2,None,117.0,Medium,109.1,18.5,66.0,High,0
C02322,Apollo,High Profile,True,Private Equity,UK,21,40,4,4,12,In Progress,Completed,Low,Normal,20,0,3,None,196.8,High,177.8,28.0,78.0,High,0
C02323,Harbour Capital,Small / Emerging,False,Money Market,UK,13,8,3,1,6,Completed,Completed,Medium,High,45,1,2,Regulatory Review,111.8,Medium,117.2,20.5,56.0,Medium,0
C02324,Harbour Capital,Small / Emerging,False,Real Estate,Ireland,15,21,3,3,3,In Progress,Pending,Low,Low,45,0,0,AML Delay,114.7,Medium,106.6,15.8,60.0,Medium,0
C02325,M&G,Institutional,False,Real Estate,UK,3,26,4,1,1,Completed,In Progress,Medium,High,30,1,0,AML Delay,100.2,Medium,92.8,17.4,50.0,Medium,0
C02326,RiverRock,High Profile,True,AIF,Malta,21,43,6,5,20,Blocked,Completed,High,Critical,20,1,3,KYC Issue,291.1,High,286.6,43.1,88.0,Critical,0
C02327,DWS,Institutional,False,Hedge Fund,Cayman Islands,7,13,5,4,0,In Progress,In Progress,Medium,Low,30,0,1,Analyst Unavailable,107.3,Medium,129.0,18.3,53.0,Medium,1
C02328,Aon,High Profile,True,UCITS,Malta,22,31,3,9,16,Completed,Pending,High,High,45,0,4,AML Delay,249.0,High,223.8,31.9,84.0,High,0
C02329,BNY,Institutional,False,Private Equity,Ireland,1,26,4,4,0,Pending,Pending,High,Normal,45,0,1,None,129.0,High,115.8,20.0,73.0,High,1
C02330,Goldman Sachs,Institutional,False,Money Market,Malta,3,1,3,1,1,Pending,Completed,High,Normal,45,0,2,AML Delay,82.7,Medium,82.9,15.9,58.2,Medium,0
C02331,Blue Horizon,Small / Emerging,False,Real Estate,Cayman Islands,12,5,5,5,9,In Progress,Completed,Low,Normal,30,1,0,Missing Documents,123.1,Medium,146.9,24.0,50.0,Medium,0
C02332,BlackRock,Institutional,False,Money Market,Cayman Islands,2,18,4,0,13,Completed,Pending,Medium,Normal,15,0,3,Regulatory Review,114.7,Medium,129.4,20.1,76.0,High,0
C02333,RiverRock,High Profile,True,AIF,Cayman Islands,12,18,4,4,7,Completed,In Progress,High,Critical,10,1,4,Missing Documents,195.9,High,202.5,31.0,89.0,Critical,1
C02334,Varagon Generation,High Profile,True,UCITS,Ireland,8,24,3,8,15,Completed,In Progress,Medium,High,20,0,2,KYC Issue,168.8,High,185.7,26.3,75.0,High,0
C02335,PIMCO,Institutional,False,UCITS,Malta,8,13,5,0,1,Blocked,Failed,Low,Normal,45,0,1,Missing Documents,113.8,Medium,99.6,17.5,73.0,High,0
C02336,Emerald Capital,Small / Emerging,False,Private Equity,UK,4,11,5,4,10,Completed,In Progress,High,Normal,15,0,3,AML Delay,145.1,High,136.2,22.6,66.0,High,1
C02337,PIMCO,Institutional,False,Hedge Fund,Malta,2,7,5,2,8,Blocked,Pending,Medium,Low,30,0,0,Missing Documents,121.9,Medium,94.8,16.9,70.0,High,0
C02338,Aon,High Profile,True,Real Estate,Cayman Islands,19,44,4,6,5,Blocked,Failed,Medium,Critical,10,0,4,AML Delay,265.5,High,287.9,42.3,100.0,Critical,0
C02339,State Street,Institutional,False,AIF,Malta,10,20,2,0,1,In Progress,Failed,Medium,Normal,30,0,1,None,100.3,Medium,83.6,14.7,63.0,Medium,1
C02340,Apollo,High Profile,True,Hedge Fund,Luxembourg,22,39,4,6,10,Completed,Failed,Medium,Normal,20,0,3,KYC Issue,227.6,High,192.9,26.9,88.0,Critical,0
C02341,Fidelity,Institutional,False,Private Equity,Luxembourg,2,12,5,4,6,In Progress,Pending,Low,Normal,10,0,3,Missing Documents,122.3,Medium,94.6,14.7,84.0,High,1
C02342,BlackRock,Institutional,False,UCITS,Cayman Islands,12,9,2,3,15,Completed,Pending,Low,Low,30,1,0,None,113.6,Medium,102.3,16.4,60.0,Medium,0
C02343,M&G,Institutional,False,UCITS,Luxembourg,14,23,5,5,8,Completed,In Progress,Low,Critical,15,0,0,None,130.6,High,151.1,24.7,57.0,Medium,0
C02344,Aon,High Profile,True,AIF,Luxembourg,10,38,3,7,15,Blocked,Completed,High,Critical,10,1,1,Missing Documents,228.9,High,201.5,30.8,90.0,Critical,1
C02345,Liffey Investments,Small / Emerging,False,Money Market,UK,10,15,3,5,12,Completed,Completed,High,Normal,15,1,2,KYC Issue,145.6,High,152.1,24.4,63.0,Medium,0
C02346,DWS,Institutional,False,Money Market,Malta,5,20,4,6,7,Completed,In Progress,Low,Normal,30,0,3,None,113.1,Medium,91.8,13.8,59.0,Medium,0
C02347,GreenRock,Small / Emerging,False,Hedge Fund,UK,1,11,5,2,2,Completed,Completed,High,High,20,0,3,None,114.1,Medium,98.1,16.4,66.0,High,1
C02348,Invesco,Institutional,False,UCITS,Cayman Islands,6,9,2,6,3,Completed,In Progress,High,Critical,30,0,3,Regulatory Review,129.3,High,98.4,14.8,59.0,Medium,0
C02349,Invesco,Institutional,False,Hedge Fund,UK,7,2,1,5,11,In Progress,Pending,Medium,High,30,0,2,Analyst Unavailable,132.3,High,162.3,24.0,66.0,High,0
C02350,AllianzGI,Institutional,False,Private Equity,Luxembourg,8,14,2,4,13,Pending,Completed,High,High,20,0,1,Regulatory Review,149.7,High,173.6,24.5,70.0,High,0
C02351,GreenRock,Small / Emerging,False,Hedge Fund,Cayman Islands,15,6,1,1,6,In Progress,Completed,Medium,Normal,15,1,0,KYC Issue,101.6,Medium,97.9,16.4,57.0,Medium,1
C02352,AllianzGI,Institutional,False,Money Market,UK,7,14,4,2,12,Completed,Completed,High,Normal,30,1,1,None,124.2,Medium,153.5,23.4,53.0,Medium,1
C02353,Apollo,High Profile,True,AIF,Cayman Islands,10,24,6,9,13,Completed,Failed,Low,High,15,0,5,Missing Documents,217.6,High,201.9,30.9,94.0,Critical,0
C02354,RiverRock,High Profile,True,AIF,Cayman Islands,20,16,5,5,15,Blocked,Pending,High,High,20,0,3,Missing Documents,245.3,High,268.2,39.1,98.0,Critical,1
C02355,NorthPeak,Small / Emerging,False,Hedge Fund,Luxembourg,11,10,1,6,1,Completed,Pending,Low,Normal,30,0,2,None,102.0,Medium,117.4,18.7,66.0,High,0
C02356,Northern Trust,Institutional,False,Real Estate,Ireland,2,11,1,6,14,Blocked,Completed,Low,Low,30,0,1,None,118.9,Medium,133.4,22.2,63.0,Medium,0
C02357,Fidelity,Institutional,False,UCITS,UK,3,14,1,3,5,Completed,Completed,High,Low,20,1,0,KYC Issue,81.3,Medium,100.9,14.7,48.6,Medium,0
C02358,AllianzGI,Institutional,False,AIF,Ireland,6,23,2,1,5,Pending,In Progress,High,Normal,10,0,3,None,126.6,High,108.0,17.7,84.0,High,0
C02359,BlackRock,Institutional,False,Hedge Fund,Luxembourg,2,20,1,6,6,Blocked,Completed,Medium,High,30,0,3,Regulatory Review,141.7,High,109.9,19.1,69.0,High,0
C02360,J.P. Morgan,Institutional,False,Money Market,Malta,5,8,5,4,13,Completed,In Progress,Medium,Normal,20,0,2,None,116.8,Medium,142.7,21.6,63.0,Medium,0
C02361,State Street,Institutional,False,Hedge Fund,Ireland,8,23,4,6,6,In Progress,Completed,Low,Normal,45,0,2,None,124.8,Medium,108.2,19.1,56.0,Medium,0
C02362,Apollo,High Profile,True,AIF,Cayman Islands,13,27,6,6,14,In Progress,Pending,Medium,High,10,0,4,None,217.4,High,194.1,28.2,99.0,Critical,1
C02363,Harbour Capital,Small / Emerging,False,Private Equity,Ireland,4,9,5,4,14,Completed,Completed,Medium,Critical,15,0,1,Regulatory Review,130.7,High,157.9,22.4,60.0,Medium,1
C02364,PIMCO,Institutional,False,Money Market,Luxembourg,5,2,5,4,6,In Progress,Pending,Low,Normal,45,0,1,None,92.9,Medium,78.3,12.5,59.8,Medium,0
C02365,State Street,Institutional,False,Real Estate,Ireland,11,14,1,1,1,Blocked,In Progress,Medium,Low,30,0,2,None,118.7,Medium,95.6,17.2,66.0,High,0
C02366,PIMCO,Institutional,False,AIF,Cayman Islands,13,7,3,4,11,Completed,Pending,High,Normal,45,0,3,Analyst Unavailable,150.0,High,158.0,24.6,69.0,High,0
C02367,BlackRock,Institutional,False,Money Market,Cayman Islands,2,14,2,2,7,Completed,In Progress,Medium,Low,30,0,0,KYC Issue,64.7,Low,65.8,13.5,34.1,Low,0
C02368,RiverRock,High Profile,True,Money Market,Ireland,11,29,7,5,7,Completed,Pending,High,High,15,0,2,None,190.5,High,229.5,33.4,85.0,Critical,0
C02369,Liffey Investments,Small / Emerging,False,Hedge Fund,UK,15,8,5,6,3,In Progress,Completed,Medium,High,20,0,3,KYC Issue,151.8,High,162.1,26.4,66.0,High,0
C02370,Abrdn,Institutional,False,Money Market,Cayman Islands,3,19,4,3,6,Completed,Completed,Low,Normal,20,0,3,KYC Issue,88.1,Medium,72.5,11.5,60.6,Medium,0
C02371,Apollo,High Profile,True,AIF,Luxembourg,21,31,7,9,21,Completed,In Progress,Medium,Critical,15,0,2,None,246.3,High,194.3,27.9,75.0,High,1
C02372,Celtic Investments,Small / Emerging,False,AIF,Malta,12,12,5,5,11,Pending,Completed,Low,Normal,15,0,3,None,140.3,High,151.2,23.2,76.0,High,1
C02373,Northern Trust,Institutional,False,UCITS,Luxembourg,4,3,2,6,14,Completed,In Progress,Low,Normal,20,0,2,Missing Documents,96.4,Medium,105.9,18.9,61.4,Medium,0
C02374,State Street,Institutional,False,Private Equity,Ireland,12,15,3,2,9,Completed,Completed,Low,Normal,30,0,1,Missing Documents,99.6,Medium,114.5,20.0,52.8,Medium,0
C02375,AllianzGI,Institutional,False,Real Estate,UK,13,6,2,5,3,Completed,Completed,Medium,Normal,45,0,3,KYC Issue,112.8,Medium,124.7,19.9,59.0,Medium,0
C02376,Schroders,Institutional,False,UCITS,Cayman Islands,4,8,4,2,14,Pending,Completed,Medium,Normal,20,0,3,None,121.4,Medium,128.1,21.8,76.0,High,1
C02377,M&G,Institutional,False,Money Market,Luxembourg,9,28,4,2,5,Completed,Pending,Low,Normal,10,0,3,Missing Documents,116.7,Medium,136.3,19.9,84.0,High,0
C02378,Abrdn,Institutional,False,Real Estate,UK,7,13,3,2,2,Completed,In Progress,Medium,High,30,0,2,Regulatory Review,103.9,Medium,96.4,15.7,56.0,Medium,0
C02379,Apollo,High Profile,True,Hedge Fund,Malta,13,31,6,5,17,In Progress,In Progress,Medium,Critical,15,1,2,Missing Documents,233.0,High,248.5,37.7,75.0,High,1
C02380,Legal & General,Institutional,False,Money Market,Luxembourg,7,11,2,2,7,In Progress,Completed,Medium,Normal,30,1,2,AML Delay,102.3,Medium,112.8,17.6,56.0,Medium,0
C02381,Aon,High Profile,True,Real Estate,UK,18,18,5,6,8,Pending,Pending,Medium,Normal,30,0,2,None,197.9,High,235.4,34.6,88.0,Critical,1
C02382,State Street,Institutional,False,Real Estate,UK,1,20,2,6,14,Completed,Completed,Low,Normal,30,1,0,None,104.4,Medium,94.1,17.2,50.0,Medium,0
C02383,Arbour Wealth,Small / Emerging,False,AIF,Cayman Islands,14,26,1,6,10,In Progress,Completed,Medium,Normal,15,0,1,Regulatory Review,126.1,High,108.5,16.0,60.0,Medium,0
C02384,M&G,Institutional,False,Money Market,Cayman Islands,15,9,3,0,0,In Progress,Completed,High,Normal,15,0,1,AML Delay,94.7,Medium,84.9,12.8,57.6,Medium,0
C02385,Invesco,Institutional,False,Hedge Fund,Ireland,4,19,1,0,1,In Progress,Completed,Low,Low,20,0,0,Missing Documents,50.8,Low,58.9,10.7,34.9,Low,0
C02386,GreenRock,Small / Emerging,False,UCITS,Malta,5,11,4,3,12,In Progress,Completed,Low,Normal,30,1,3,None,119.9,Medium,112.2,17.8,59.0,Medium,0
C02387,Schroders,Institutional,False,UCITS,Malta,1,22,2,3,4,In Progress,Completed,Low,High,30,0,3,KYC Issue,88.5,Medium,102.6,15.4,53.8,Medium,0
C02388,DWS,Institutional,False,Hedge Fund,Ireland,5,23,3,5,9,Completed,In Progress,Medium,Normal,20,0,2,AML Delay,126.1,High,117.7,19.4,63.0,Medium,0
C02389,Goldman Sachs,Institutional,False,Private Equity,Cayman Islands,15,11,3,4,13,Completed,In Progress,Low,High,20,0,1,Regulatory Review,134.2,High,119.2,20.7,60.0,Medium,0
C02390,Northern Trust,Institutional,False,Private Equity,Malta,7,12,3,5,5,Completed,In Progress,Medium,Normal,30,0,3,None,120.5,Medium,129.6,20.1,59.0,Medium,0
C02391,Goldman Sachs,Institutional,False,Private Equity,Ireland,3,28,5,0,7,Completed,In Progress,High,Normal,20,0,3,None,135.6,High,150.7,21.3,66.0,High,0
C02392,DWS,Institutional,False,Money Market,Cayman Islands,6,16,1,3,3,Pending,Completed,Medium,Low,20,1,0,None,84.9,Medium,78.8,12.3,60.2,Medium,0
C02393,Invesco,Institutional,False,AIF,Ireland,12,16,2,0,9,Completed,Failed,Low,High,20,0,3,None,125.9,High,122.6,19.3,76.0,High,0
C02394,Northern Trust,Institutional,False,AIF,Luxembourg,12,5,3,3,2,Completed,Completed,Medium,Critical,30,1,0,None,97.0,Medium,78.5,13.6,48.6,Medium,0
C02395,AllianzGI,Institutional,False,Hedge Fund,Cayman Islands,9,14,2,3,11,Completed,Completed,High,Normal,20,1,2,None,140.8,High,112.0,19.1,63.0,Medium,0
C02396,Abrdn,Institutional,False,AIF,Luxembourg,1,28,2,4,5,Completed,Completed,Low,Normal,45,0,1,None,67.1,Low,67.4,13.4,38.2,Low,1
C02397,Celtic Investments,Small / Emerging,False,Real Estate,Malta,9,3,1,3,14,Blocked,In Progress,Low,Critical,45,0,0,KYC Issue,132.4,High,150.7,21.3,60.0,Medium,0
C02398,BlackRock,Institutional,False,Private Equity,Luxembourg,4,26,3,3,4,Completed,Completed,Low,High,10,0,3,None,106.8,Medium,93.2,17.3,74.0,High,0
C02399,J.P. Morgan,Institutional,False,Real Estate,Cayman Islands,3,21,5,6,4,Completed,In Progress,Medium,Low,20,0,0,Missing Documents,105.1,Medium,77.5,15.2,57.0,Medium,0
C02400,Liffey Investments,Small / Emerging,False,UCITS,Malta,8,28,1,0,14,Pending,In Progress,Medium,Normal,30,0,3,Regulatory Review,132.7,High,143.8,23.8,69.0,High,0
C02401,BNY,Institutional,False,Real Estate,Ireland,15,29,1,5,1,In Progress,In Progress,Low,Normal,45,0,2,None,123.5,Medium,152.8,22.7,56.0,Medium,0
C02402,PIMCO,Institutional,False,Hedge Fund,Ireland,5,8,1,6,1,Blocked,Completed,Medium,Normal,20,1,2,Regulatory Review,123.2,Medium,129.8,19.8,73.0,High,0
C02403,Aon,High Profile,True,Hedge Fund,Luxembourg,25,23,7,8,20,Pending,Pending,High,Critical,15,0,3,None,299.9,High,358.4,48.9,98.0,Critical,0
C02404,OakBridge,Small / Emerging,False,Real Estate,Cayman Islands,10,11,2,5,9,In Progress,Failed,High,Normal,15,0,1,KYC Issue,156.0,High,152.3,21.4,70.0,High,0
C02405,Goldman Sachs,Institutional,False,Private Equity,Malta,1,13,2,4,14,Pending,In Progress,Low,High,15,0,0,Regulatory Review,109.8,Medium,86.9,16.0,67.0,High,0
C02406,RiverRock,High Profile,True,Private Equity,Cayman Islands,14,26,7,3,11,Completed,Completed,High,High,15,0,2,Missing Documents,194.9,High,197.0,29.2,75.0,High,0
C02407,State Street,Institutional,False,Private Equity,Luxembourg,13,8,5,6,7,Completed,Failed,Low,High,30,0,1,KYC Issue,147.6,High,144.8,22.7,63.0,Medium,0
C02408,BNY,Institutional,False,Real Estate,Cayman Islands,15,13,1,4,6,Completed,Pending,Low,Normal,10,0,0,KYC Issue,101.7,Medium,87.2,13.8,75.0,High,0
C02409,Celtic Investments,Small / Emerging,False,Real Estate,Luxembourg,5,29,2,6,15,Pending,In Progress,Low,Normal,45,0,2,Analyst Unavailable,148.7,High,146.5,20.6,66.0,High,0
C02410,AllianzGI,Institutional,False,UCITS,Luxembourg,14,5,3,3,2,Completed,Pending,High,Normal,30,1,3,Missing Documents,138.4,High,112.5,17.9,69.0,High,1
C02411,Blue Horizon,Small / Emerging,False,Private Equity,Ireland,8,12,2,1,8,Pending,Completed,Medium,High,20,0,0,Regulatory Review,103.1,Medium,117.4,18.9,67.0,High,0
C02412,Nova Asset Management,Small / Emerging,False,Private Equity,Luxembourg,14,4,2,0,15,Pending,Pending,High,Low,30,0,3,None,167.5,High,198.0,30.2,79.0,High,0
C02413,Varagon Generation,High Profile,True,UCITS,UK,24,28,6,9,12,In Progress,In Progress,Low,High,20,0,1,None,207.3,High,233.5,32.2,72.0,High,1
C02414,Abrdn,Institutional,False,UCITS,UK,9,2,4,2,13,In Progress,Completed,Medium,Normal,20,1,2,KYC Issue,122.3,Medium,112.1,18.5,63.0,Medium,0
C02415,PIMCO,Institutional,False,Money Market,UK,1,17,3,5,14,In Progress,Completed,Medium,Normal,15,1,0,None,109.0,Medium,132.8,19.8,57.0,Medium,0
C02416,NorthPeak,Small / Emerging,False,Real Estate,UK,14,11,5,2,12,Pending,In Progress,Medium,Normal,45,0,3,Missing Documents,164.7,High,156.9,23.1,69.0,High,0
C02417,Varagon Generation,High Profile,True,Hedge Fund,Cayman Islands,24,21,6,4,6,Completed,Completed,High,High,30,0,5,KYC Issue,224.4,High,183.8,28.6,77.0,High,0
C02418,RiverRock,High Profile,True,Private Equity,Luxembourg,14,13,4,5,12,Blocked,Pending,Medium,Normal,10,1,5,Analyst Unavailable,235.3,High,279.8,40.7,100.0,Critical,1
C02419,RiverRock,High Profile,True,Real Estate,UK,17,16,3,9,8,Completed,Pending,Medium,Critical,15,1,2,None,208.6,High,179.7,27.0,85.0,Critical,0
C02420,Legal & General,Institutional,False,Hedge Fund,Luxembourg,12,14,4,6,6,Completed,Completed,Medium,Normal,45,0,3,KYC Issue,136.4,High,136.1,19.9,59.0,Medium,1
C02421,Apollo,High Profile,True,UCITS,Ireland,16,15,4,3,6,Pending,In Progress,High,High,15,0,2,Missing Documents,175.5,High,177.2,24.7,85.0,Critical,1
C02422,State Street,Institutional,False,Hedge Fund,Cayman Islands,7,26,2,1,2,Completed,Completed,Medium,Normal,15,0,2,KYC Issue,91.3,Medium,96.9,17.3,59.1,Medium,0
C02423,State Street,Institutional,False,AIF,Ireland,1,21,5,2,9,In Progress,Completed,High,Low,30,0,0,KYC Issue,102.2,Medium,97.1,15.2,50.0,Medium,1
C02424,AllianzGI,Institutional,False,AIF,Luxembourg,8,2,1,1,10,Completed,Completed,High,High,10,0,2,None,99.2,Medium,89.4,13.4,70.6,High,0
C02425,Invesco,Institutional,False,Real Estate,Cayman Islands,4,3,2,4,3,In Progress,Completed,Medium,Normal,20,0,0,KYC Issue,71.1,Low,56.6,12.3,44.0,Medium,0
C02426,NorthPeak,Small / Emerging,False,AIF,UK,1,8,4,4,1,Pending,In Progress,Low,Normal,15,0,3,None,88.9,Medium,84.3,14.4,71.0,High,1
C02427,SilverStone,Small / Emerging,False,Real Estate,UK,14,3,4,2,15,In Progress,Pending,Medium,High,20,0,2,Regulatory Review,160.7,High,162.1,22.6,73.0,High,0
C02428,PIMCO,Institutional,False,Private Equity,UK,8,7,2,0,1,In Progress,In Progress,Low,Normal,15,0,3,AML Delay,85.5,Medium,74.7,12.7,59.5,Medium,0
C02429,Goldman Sachs,Institutional,False,Hedge Fund,Malta,2,7,1,5,3,Completed,Completed,High,High,20,0,0,None,83.9,Medium,69.5,13.8,49.8,Medium,0
C02430,Abrdn,Institutional,False,Hedge Fund,Malta,4,3,4,6,12,Pending,Completed,Low,Normal,20,1,3,AML Delay,140.8,High,150.9,23.5,76.0,High,0
C02431,Schroders,Institutional,False,Hedge Fund,Malta,1,21,3,6,11,Completed,Pending,Low,High,15,0,3,Analyst Unavailable,136.8,High,104.8,15.3,76.0,High,1
C02432,Celtic Investments,Small / Emerging,False,Real Estate,Malta,5,19,2,3,11,Completed,Failed,Medium,Normal,10,0,3,Regulatory Review,142.0,High,146.0,20.5,84.0,High,1
C02433,Harbour Capital,Small / Emerging,False,Hedge Fund,Ireland,10,13,2,6,6,Completed,Completed,Low,High,20,0,1,None,104.2,Medium,98.9,14.7,60.0,Medium,0
C02434,Goldman Sachs,Institutional,False,UCITS,Cayman Islands,4,29,5,3,2,Completed,In Progress,Medium,Normal,30,0,1,None,94.6,Medium,74.9,14.0,50.6,Medium,0
C02435,Invesco,Institutional,False,Real Estate,Malta,15,17,2,6,9,In Progress,In Progress,Medium,Normal,20,0,3,None,158.3,High,136.4,20.7,66.0,High,0
C02436,Aon,High Profile,True,Hedge Fund,Ireland,17,38,7,4,7,Blocked,Pending,High,Critical,15,0,1,None,247.4,High,215.8,32.5,92.0,Critical,0
C02437,State Street,Institutional,False,UCITS,Cayman Islands,11,26,2,1,15,Completed,Pending,Medium,Normal,45,0,0,None,116.0,Medium,101.2,17.5,60.0,Medium,0
C02438,Harbour Capital,Small / Emerging,False,Private Equity,Ireland,7,14,3,6,7,In Progress,Completed,Low,Normal,20,0,3,None,121.2,Medium,150.9,23.4,66.0,High,0
C02439,BNY,Institutional,False,Real Estate,UK,12,2,3,5,4,Pending,In Progress,Low,Normal,45,0,3,KYC Issue,126.2,High,131.0,20.8,69.0,High,1
